iter	Logloss
365	0.006894507953
366	0.006887960723
367	0.006861681038
368	0.00679744618
369	0.006729876667
370	0.006729869986
371	0.006687250267
372	0.006631697322
373	0.006576047551
374	0.006551560869
375	0.006551560869
376	0.006513532227
377	0.006510362404
378	0.006504893812
379	0.006461311448
380	0.006443157802
381	0.006410923553
382	0.006391324526
383	0.006363149406
384	0.00633901206
385	0.0062884147
386	0.006265150688
387	0.006225174878
388	0.006197773757
389	0.006143749157
390	0.006116309652
391	0.006088128496
392	0.006054981842
393	0.006054843663
394	0.006029289313
395	0.005959658024
396	0.005921091867
397	0.00589399902
398	0.005835905607
399	0.005800511416
400	0.005753038952
401	0.005727687474
402	0.005686481071
403	0.005656133629
404	0.005621354166
405	0.0055742695
406	0.005537325684
407	0.005506515631
408	0.005469784929
409	0.005432491709
410	0.005405801041
411	0.005405769259
412	0.005379093186
413	0.005333422898
414	0.005306757806
415	0.005306637184
416	0.005306639817
417	0.005306638739
418	0.005306641494
419	0.005276328711
420	0.005276354859
421	0.005247099734
422	0.005211706471
423	0.005185967935
424	0.005158129812
425	0.005126043618
426	0.005123056142
427	0.005110814934
428	0.0051107741
429	0.005109059999
430	0.005109016989
431	0.005108992295
432	0.005105659286
433	0.005087498018
434	0.005059032653
435	0.005028403121
436	0.005028356223
437	0.004995269897
438	0.004974254832
439	0.004943510897
440	0.004913820043
441	0.00491382828
442	0.004913797062
443	0.004887842768
444	0.004861008544
445	0.004837378221
446	0.004831598474
447	0.004804194086
448	0.004769722801
449	0.004736862058
450	0.004712753944
451	0.004698343589
452	0.0046656435
453	0.004632142661
454	0.004612764641
455	0.004612757847
456	0.004612745941
457	0.004612724162
458	0.004591136856
459	0.004582317191
460	0.004579545781
461	0.004579480593
462	0.004579480593
463	0.004547966263
464	0.004523271486
465	0.004504471567
466	0.00447053185
467	0.00446791995
468	0.00446791995
469	0.004445119338
470	0.004445093728
471	0.004445053429
472	0.004442192949
473	0.004442158565
474	0.004413314113
475	0.004386128261
476	0.004362467083
477	0.00436238647
478	0.004362376558
479	0.004362335778
480	0.004343188156
481	0.004343127847
482	0.004343114059
483	0.00433504422
484	0.00433504422
485	0.004317242097
486	0.004317175467
487	0.004279955115
488	0.004279913651
489	0.00424813404
490	0.004248038892
491	0.004248014933
492	0.004224191893
493	0.004206701689
494	0.004206713992
495	0.004206648846
496	0.004206656007
497	0.00419211138
498	0.004192039069
499	0.004170312074
500	0.004170305595
501	0.004168834779
502	0.00416877147
503	0.004168758298
504	0.004141424315
505	0.004141372684
506	0.004141328342
507	0.004118522415
508	0.004093362697
509	0.004093314426
510	0.004093314426
511	0.004066407357
512	0.004066396182
513	0.004066372556
514	0.00404505923
515	0.00404505923
516	0.004045060293
517	0.004045019682
518	0.004044908124
519	0.004023552645
520	0.00402350258
521	0.004020888057
522	0.004020888057
523	0.004020889648
524	0.003999653649
525	0.003979396788
526	0.00397939146
527	0.003965500507
528	0.003965489098
529	0.003942007541
530	0.003941977684
531	0.003941985487
532	0.0039408887
533	0.003940894752
534	0.003940894752
535	0.003940894752
536	0.003940848075
537	0.003940823228
538	0.003929070515
539	0.003929066477
540	0.003929002484
541	0.003928911469
542	0.003902119911
543	0.003902139118
544	0.003902133638
545	0.003902111643
546	0.003885016285
547	0.003882320909
548	0.003882341694
549	0.003882326709
550	0.003882326709
551	0.003882329154
552	0.003882308488
553	0.003882256143
554	0.003882170926
555	0.003882157162
556	0.003882146955
557	0.003882166111
558	0.003882121795
559	0.003882110038
560	0.003882102989
561	0.003882102989
562	0.003882054629
563	0.003882057209
564	0.003881957101
565	0.003881912928
566	0.003881885992
567	0.0038793656
568	0.003879320994
569	0.003869022337
570	0.003869013229
571	0.003869017281
572	0.00382919723
573	0.003829132083
574	0.003829119474
575	0.00382907593
576	0.003829069038
577	0.003829066616
578	0.003805285523
579	0.003805285523
580	0.003777808603
581	0.003777805965
582	0.00377780537
583	0.003777780227
584	0.003777780227
585	0.003777730914
586	0.003777683682
587	0.003765241007
588	0.003765193007
589	0.003765103899
590	0.003765138688
591	0.003765087357
592	0.003744576272
593	0.003744565075
594	0.003744487058
595	0.003744443207
596	0.003744386987
597	0.003744377308
598	0.003724300289
599	0.003693165575
600	0.003693104108
601	0.003693091193
602	0.003672733133
603	0.003672716981
604	0.003654933942
605	0.003621641386
606	0.003607172697
607	0.003607169639
608	0.003607159682
609	0.003589078543
610	0.00358898977
611	0.00358898946
612	0.003588976918
613	0.003587182848
614	0.003587194931
615	0.003586248197
616	0.003586232152
617	0.003586218447
618	0.003571921402
619	0.003571921402
620	0.003571945098
621	0.003571912038
622	0.003571915957
623	0.00355197998
624	0.003549997595
625	0.003550020912
626	0.003549988993
627	0.003549925067
628	0.003549923239
629	0.003549923239
630	0.003549918555
631	0.003549908306
632	0.003548386294
633	0.003528753401
634	0.003528682144
635	0.003528666283
636	0.003528694271
637	0.003528685645
638	0.003528639008
639	0.003528639008
640	0.003528639008
641	0.003528638652
642	0.003501174941
643	0.003501163017
644	0.003501151428
645	0.003501104311
646	0.003501102212
647	0.003501059632
648	0.003501048672
649	0.003485780663
650	0.003485755735
651	0.003485744474
652	0.003485702218
653	0.003485716994
654	0.003485716994
655	0.003485672274
656	0.003485672274
657	0.00348567352
658	0.003485673457
659	0.003485639747
660	0.003485599628
661	0.00348554171
662	0.0034689598
663	0.00346890912
664	0.003468917434
665	0.003454568048
666	0.003454563464
667	0.003454563464
668	0.003454533432
669	0.003454547252
670	0.003454485839
671	0.003454493823
672	0.003454496348
673	0.003454450782
674	0.003454237422
675	0.003452577514
676	0.003452579542
677	0.003452573559
678	0.003452573559
679	0.00345258376
680	0.003452529394
681	0.003452540165
682	0.003452532057
683	0.003442963316
684	0.003442862423
685	0.003426373805
686	0.003426341625
687	0.003426348241
688	0.003425507917
689	0.003425503207
690	0.003425469471
691	0.003425434939
692	0.003425415359
693	0.003416412392
694	0.003416420568
695	0.003399964319
696	0.003398190793
697	0.003398174292
698	0.003398134673
699	0.003398151409
700	0.003393248172
701	0.003393258975
702	0.003370050853
703	0.003369975087
704	0.003369973901
705	0.003369972476
706	0.003369921515
707	0.003369925289
708	0.003369913526
709	0.003369908053
710	0.003363591555
711	0.003348662653
712	0.003348637248
713	0.003348651986
714	0.003348611372
715	0.003348611299
716	0.003348585936
717	0.003348575756
718	0.003348570776
719	0.003344017753
720	0.003344037697
721	0.003343972503
722	0.00334395955
723	0.003343954831
724	0.003343937003
725	0.003343939376
726	0.003343933784
727	0.003343933784
728	0.003343906898
729	0.003343907882
730	0.003343909869
731	0.003343811794
732	0.003343811794
733	0.00334381701
734	0.003343815264
735	0.003343812363
736	0.003343805237
737	0.003342691239
738	0.003342617848
739	0.003342602886
740	0.003342602866
741	0.003342585685
742	0.003342532628
743	0.003342511828
744	0.003342522152
745	0.003342487645
746	0.003342496164
747	0.003342478955
748	0.003342471269
749	0.003342471269
750	0.003342461154
751	0.003342444583
752	0.003342448738
753	0.003342450076
754	0.003342371724
755	0.003342374508
756	0.003342355493
757	0.003342391087
758	0.003342375159
759	0.00334238246
760	0.003342325161
761	0.003342327302
762	0.003342295927
763	0.003322800441
764	0.00332278278
765	0.003322774108
766	0.003322761478
767	0.003322787241
768	0.003322741299
769	0.003322701612
770	0.003322661767
771	0.003322640956
772	0.003322614305
773	0.003322629109
774	0.003322617246
775	0.003322626116
776	0.003322523293
777	0.003322498499
778	0.003322485176
779	0.003322485315
780	0.003322435094
781	0.003322403066
782	0.003322398704
783	0.003322339187
784	0.003322342173
785	0.003322321811
786	0.003322347897
787	0.003322327411
788	0.003322243959
789	0.003322251052
790	0.003322255528
791	0.003322241552
792	0.003311239353
793	0.003290979485
794	0.003290979033
795	0.003289392928
796	0.003289372728
797	0.003288314475
798	0.003288246187
799	0.00328806974
800	0.003288087154
801	0.003288072614
802	0.003288060601
803	0.003288025883
804	0.003288028592
805	0.003287015501
806	0.003286953728
807	0.003286953728
808	0.003286975272
809	0.003271890911
810	0.003271860065
811	0.003270742472
812	0.003270694
813	0.003270684812
814	0.003270684812
815	0.003270670507
816	0.003270602761
817	0.003270597425
818	0.003270559582
819	0.003254575603
820	0.003254566662
821	0.003251828676
822	0.003251863456
823	0.003251859406
824	0.003251844133
825	0.003251866989
826	0.003251834412
827	0.003251820486
828	0.003251809944
829	0.003251767792
830	0.003251702207
831	0.003251684627
832	0.003251681677
833	0.003251670687
834	0.003251684844
835	0.003251658197
836	0.003251594299
837	0.00325155446
838	0.003251547982
839	0.00325152919
840	0.003237400503
841	0.003237393413
842	0.003232534203
843	0.003232516642
844	0.003232495984
845	0.0032296834
846	0.00322968135
847	0.00322968135
848	0.003229630325
849	0.003229603266
850	0.003211589098
851	0.003211551836
852	0.003211500207
853	0.00321125181
854	0.003211226378
855	0.003211219476
856	0.003211190994
857	0.0032111428
858	0.003200891598
859	0.003200891598
860	0.003200828866
861	0.00320084361
862	0.003200798041
863	0.003200798041
864	0.003200768737
865	0.003200786073
866	0.003200754981
867	0.003200726677
868	0.003200667357
869	0.003200651306
870	0.003178757802
871	0.00317877835
872	0.003178762203
873	0.003178720718
874	0.003178698501
875	0.003178722257
876	0.003178689096
877	0.003178684322
878	0.003178679146
879	0.003178612468
880	0.003178601571
881	0.003178587979
882	0.003178564516
883	0.003178506895
884	0.003178500519
885	0.003178489345
886	0.003178464449
887	0.003178464449
888	0.003178452538
889	0.003178367067
890	0.003178341496
891	0.003178330804
892	0.00317831879
893	0.003178299888
894	0.00317826417
895	0.003175314418
896	0.003175301768
897	0.003175250197
898	0.003175257167
899	0.00316663646
900	0.003166613023
901	0.003166608599
902	0.003166625673
903	0.003166501681
904	0.003166515767
905	0.003166473561
906	0.003166512779
907	0.003166445309
908	0.00316642756
909	0.003166422667
910	0.003166386178
911	0.003166366309
912	0.003166347059
913	0.003166337294
914	0.003166337294
915	0.003166339657
916	0.003161090865
917	0.003161066951
918	0.003161065411
919	0.00316106733
920	0.003161040385
921	0.003161003485
922	0.003161003485
923	0.003160993519
924	0.003160957338
925	0.003160946676
926	0.003160917321
927	0.003160904877
928	0.003160029542
929	0.003153657402
930	0.003153657402
931	0.003153628718
932	0.003153628718
933	0.003137126104
934	0.003137048183
935	0.003137026664
936	0.003137015839
937	0.00313693186
938	0.00313693186
939	0.003136933654
940	0.003136894997
941	0.003136900425
942	0.003120539366
943	0.003120555133
944	0.003120523502
945	0.003120501279
946	0.003120431999
947	0.003120383218
948	0.003120359811
949	0.003120371112
950	0.00312030781
951	0.003097317997
952	0.003097304766
953	0.003097279189
954	0.003097253327
955	0.003097160926
956	0.003097113738
957	0.003092123423
958	0.003092131303
959	0.003092092483
960	0.003091953855
961	0.003091930508
962	0.003091924061
963	0.003091918139
964	0.003091832798
965	0.003091823513
966	0.003089179259
967	0.003089151373
968	0.003073097605
969	0.003073121786
970	0.003073121786
971	0.003073078477
972	0.003073067904
973	0.003073052954
974	0.003073037566
975	0.003073063197
976	0.003072981994
977	0.003072967162
978	0.003072950853
979	0.003072950764
980	0.003072888431
981	0.003072900391
982	0.003072861258
983	0.003072857302
984	0.00307276789
985	0.00307275438
986	0.003072784488
987	0.003072658336
988	0.0030720319
989	0.003072039931
990	0.003072015374
991	0.003072020575
992	0.003055605684
993	0.003055590374
994	0.003055590374
995	0.003055602518
996	0.003055588317
997	0.003055558558
998	0.003055566189
999	0.003055543299
